Tender ID,Status,Title,Organisation,Type / Method,Publishing Date,Closing Date,Days Left,Search Term,Notice Link
1303257,Live,"Selecting Consulting Farm (National) for Upgradation, Modification, Support, and Maintenance of Height Clearance Management System (HCMS) Software.","Ministry of Civil Aviation & Tourism, | Civil Aviation Authority of Bangladesh, | Office of the Executive Director (CEMSU)","NCT,, QCBS",25-Jun-2026 10:00,15-Jul-2026 12:00,15,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1303257&h=t
1295484,Live,"Procurement of PLC, HMI, Laptop and Spare parts for various control panels and controllers under the I&C Division of 225 MW CCPP, Zone: C, APSCL","Ministry of Energy, Power and Mineral Resources, | Power Division, | Ashuganj Power Station Company Ltd., | Procurement Division","NCT,, OTM",16-Jun-2026 16:00,15-Jul-2026 16:00,15,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1295484&h=t
1304580,Live,Procurement of  1. Fiber Optic Laryngoscope-Adult & Paediatric 2.Transnasal Oesophagoscope system (TNE),"Ministry of Health and Family Welfare, | Bangladesh Medical University, | Central Purchase Committee","NCT,, OTM",29-Jun-2026 14:30,15-Jul-2026 14:30,15,fiber optic,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304580&h=t
1282510,Live,Supply and Installation of ICT equipments for research work,"Ministry of Education, | Secondary and Higher Education Division, | Gazipur Agricultural University, | Office of the Sub-Project Manager under HEAT Project (13695)","NCT,, OTM",29-Jun-2026 22:55,19-Jul-2026 15:30,19,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1282510&h=t
1302305,Live,"Supply, Installation, Commisioning and Maintenace of CCTVs & Automated Gate Pass System at Sheola, Ramgarh and Bholaganj Land Ports","Ministry of Shipping, | Bangladesh Land Port Authority, | BRCP-1 Project","NCT,, OTM",29-Jun-2026 16:00,19-Jul-2026 14:30,19,CCTV,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302305&h=t
1304842,Live,"Works for Operation, Maintenance and IT Support Service of LAN, WAN, IP Serveillance and Video Conferanceing System at WAPDA Building, BCIC Bhaban-2, Design Building, Biddyut Bhabna with ERP Data Center Daily Monitoring for 2 (Two) years.","Ministry of Energy, Power and Mineral Resources, | Power Division, | Bangladesh Power Development Board, | Dhaka Computer Centre","NCT,, OTM",29-Jun-2026 16:15,20-Jul-2026 12:00,20,ERP,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304842&h=t
1303278,Live,"Procurement of CCTV System with Installation, Testing & Commissioning of Shikalbaha 225 MW Dual Fuel CCPP, BPDB, Shikalbaha, Chattogram, Bangladesh.","Ministry of Energy, Power and Mineral Resources, | Power Division, | Bangladesh Power Development Board, | Directorate of Purchase.","NCT,, OTM",29-Jun-2026 17:00,20-Jul-2026 14:00,20,CCTV,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1303278&h=t
1299416,Live,"Supply of License for Oracle Software and Oracle Database Appliance with related Operation, Support and Maintenance in BPDB.","Ministry of Energy, Power and Mineral Resources, | Power Division, | Bangladesh Power Development Board, | Directorate of Purchase.","NCT,, OTM",21-Jun-2026 18:45,21-Jul-2026 14:00,21,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1299416&h=t
1302431,Live,"Supply, Installation, Commissioning of Oracle Database License and SoClass License Renewal, Training, Human Resource Support","Ministry of Finance, | Internal Resource Division, | National Board of Revenue, | Customs Automation Section","NCT,, OTM",29-Jun-2026 16:30,21-Jul-2026 15:00,21,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302431&h=t
1305290,Live,"Procurement of 3D+ CAD Software, Cutting Plotter and 3D Foot Scanner for ILET-SICIP Program.","Ministry of Finance, | Finance Division, | Finance Division, | Office of the Executive Program Director, SDCMU, SICIP.","NCT,, OTM",29-Jun-2026 15:00,23-Jul-2026 12:00,23,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1305290&h=t
1301379,Live,Procurement of Core Communication Device for Data Center (DC) of Sonali Bank PLC.,"Ministry of Finance, | Financial Institutions Division, | Sonali Bank Limited, | IT Procurement & Maintenance Division","NCT,, OTM",18-Jun-2026 18:00,23-Jul-2026 15:30,23,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301379&h=t
1302712,Live,"Procurement of CCTV and Spare Parts of CCTV for Facility Division, APSCL","Ministry of Energy, Power and Mineral Resources, | Power Division, | Ashuganj Power Station Company Ltd., | Procurement Division","NCT,, OTM",23-Jun-2026 18:00,27-Jul-2026 16:00,27,CCTV,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302712&h=t
